연도,변동사유발생연월일,판매업의종류,구분,업체명,소재지
2012,20120127,일반판매소,폐업,난방유업사,강원도 속초시 노학동 741-73 
2012,20120127,주유소,등록취소,도화주유소,경상북도 의성군 봉양면 화전리 216
2012,20120127,일반판매소,폐업,동우에너지,경기도 용인시 처인구 원삼면 맹리 542-1
2012,20120127,주유소,폐업,만남의광장주유소,충청북도 음성군 대소면 대금로 190-3
2012,20120127,주유소,재개,보성셀프주유소,경상북도 경주시 강동면 산업로 5762
2012,20120127,주유소,등록,예산훼미리주유소,충청남도 예산군 신암면 신택리 287-1
2012,20120127,주유소,신규등록,전곡농협주유소,경기도 연천군 전곡읍 전곡리 276
2012,20120127,주유소,휴업,행치재주유소,충청북도 음성군 원남면 충청대로 835
2012,20120130,일반판매소,폐업,(주)진영석유,서울특별시 성동구 성수2가3동 277-55
2012,20120130,주유소,신규,합천남부농협가회주유소,경상남도 합천군 가회면 황매산로 34 
2012,20120131,일반대리점,폐업,(주)삼천석유,경상남도 김해시 어방동 1069-14
2012,20120131,일반판매소,휴업,남해석유,부산광역시 북구 상학로 22-2 (만덕동)
2012,20120131,일반판매소,폐업,신정림중촌석유판매취급소,대전광역시 서구 정림동 654
2012,20120131,주유소,휴업,오생주유소,충청북도 음성군 생극면 중원대로 45
2012,20120131,주유소,휴업,천연주유소,충청북도 음성군 원남면 충청대로 151
2012,20120201,주유소,폐업,삼양주유소,서울특별시 강북구 미아동 197-14
2012,20120201,주유소,사업재개,가나주유소,대전광역시 중구 대흥동 443-1
2012,20120201,일반판매소,신규,대산에너지,경상북도 김천시 감문면 구야1길 15
2012,20120201,주유소,사업재개,알뜰한,경기도 양주시 백석읍 방성리 86-3
2012,20120201,주유소,휴업,응암삼선주유소,경기도 이천시 부발읍 경충대로 1821
2012,20120201,주유소,휴업,일호선주유소,전라남도 함평군 엄다면 송로리 755-5
2012,20120201,주유소,휴업,전망종은주유소,강원도 홍천군 화촌면 굴운리 507-2
2012,20120201,주유소,휴업,제이에이치에너지(주)개나리주유소,"서울특별시 강남구 언주로 423 (역삼동 721-20,21,22)"
2012,20120202,주유소,휴지사업재개,감곡IC주유소,충청북도 음성군 감곡면 가곡로 159
2012,20120203,일반대리점,등록,(주)켐텍,서울특별시 중구 남대문로4가 45 대한상공회의소빌딩 11층
2012,20120203,주유소,휴업사업재개,"빙그레주유소(구,삼산주유소)",울산광역시 남구 삼산동 1540-10
2012,20120203,일반대리점,폐업,에스피해양(주),경상남도 통영시 도남동 277번지 앞 해상
2012,20120203,용제판매소,신규등록,제일테크,경기도 평택시 청북면 고잔리 10-13
2012,20120206,일반판매소,폐업,광명석유,제주특별자치도 제주시 한경면 고산리 2434
2012,20120206,일반판매소,폐업,동방에너지,충청북도 음성군 음성읍 용광로 155
2012,20120206,주유소,재개,동방주유소,전라북도 완주군 고산면 고산천로 384
2012,20120206,일반판매소,폐업,명보석유,서울특별시 성북구 하월곡동 27-124
2012,20120206,일반판매소,폐업,신극동,부산광역시 동래구 명륜동 122-52
2012,20120206,일반판매소,폐업,옹진석유,인천광역시 옹진군 북도면 시도리 399
2012,20120207,일반판매소,휴업,형제석유,충청북도 음성군 금왕읍 초금로 752번길 4
2012,20120208,주유소,휴업,스탠다드오일시흥주유소,서울특별시 금천구 시흥대로 221 (시흥1동 993)
2012,20120208,주유소,신규등록,한동주유소,제주특별자치도 제주시 일주동로 2761
2012,20120209,주유소,신규,(주)조광주유소,대구광역시 달성군 다사읍 세천로 98
2012,20120209,주유소,휴지,GS칼텍스(주)직영서부주유소,충청남도 아산시 배방읍 북수리 2-14
2012,20120209,일반판매소,폐업,금산석유,제주특별자치도 제주시 구좌읍 행원리 1489
2012,20120209,주유소,신규등록,애월농협협동조합주유소,제주특별자치도 제주시 애월읍 애월리 1423-1
2012,20120209,주유소,신규등록,여주주유소,경기도 여주군 여주읍 주내로 62
2012,20120209,용제판매소,폐업,㈜경산유화,충청북도 음성군 대소면 한삼로91번길 29-16
2012,20120209,용제판매소,폐업,㈜크린스타,경기도 고양시 일산서구 구산동 1519-10
2012,20120209,주유소,폐업,창원서부주유소,경상남도 창원시 의창구 도계동 910-3
2012,20120210,일반판매소,폐업,백현석유,충청북도 청주시 상당구 영운동 209-32
2012,20120210,주유소,신규등록,에스엠주유소,충청북도 음성군 대소면 성본리 7-8
2012,20120213,일반대리점,신규등록,(주)성우패트로,"인천광역시 중구 도원로 8번길 46, 비동 215호 (신흥동3가,신흥공구상가)"
2012,20120213,일반대리점,신규등록,(주)세진해상급유,"인천광역시 중구 신포로 27번길 51, 2층 (중앙동3가)"
2012,20120213,주유소,휴업,화산주유소,전라남도 고흥군 대서면 화산리 1217-2
2012,20120214,주유소,사업재개,베스트주유소,충청남도 아산시 도고면 시전리 346-4
2012,20120214,주유소,휴업신고,복정주유소,경기도 성남시 수정구 헌릉로 1048 (복정동)
2012,20120214,주유소,재개,알뜰주유소,경상남도 통영시 도산면 관덕리 944-1
2012,20120214,부생연료유판매소,신규,오성상사㈜,"인천광역시 남동구 논현고잔로 114, 203 (고잔동)"
2012,20120214,주유소,휴지사업재개,청우주유소,인천광역시 남구 주안동 717-2
2012,20120215,주유소,신규등록,공항주유소,충청북도 청원군 오창읍 가좌리 168-4 외 1필지
2012,20120215,주유소,신규등록,남동클린주유소,인천광역시 남동구 고잔동 738-17
2012,20120215,주유소,휴업,영암석유,전라남도 영암군 군서면 월곡리 416-16
2012,20120215,용제판매소,폐업,태진화학㈜,충청북도 청원군 남이면 비룡리 19
2012,20120215,주유소,폐업,합성주유소,경상남도 창원시 마산회원구 3.15대로 817
2012,20120216,주유소,개시,남동클린주유소,인천광역시 남동구 고잔동 738-17
2012,20120216,주유소,폐업,대기주유소,대구광역시 서구 북비산로 365 
2012,20120216,용제판매소,폐업,동진SC상사,서울특별시 성동구 성수1가 656-410
2012,20120216,일반판매소,폐업,동천안농협연춘판매소,충청남도 천안시 동남구 북면 연춘리 14-2
2012,20120216,일반판매소,폐업,범송석유,부산광역시 동구 범일동 1492-13
2012,20120216,주유소,재개,코리아,경상북도 김천시 영남대로 1258 (다수동)
2012,20120217,주유소,폐업,고수주유소,전라북도 고창군 고수면 인성로 531
2012,20120217,주유소,폐업,대성석유(주)비원주유소,서울특별시 종로구 와룡동 5-9
2012,20120217,부생연료유판매소,폐업,㈜엔맥스,충청북도 음성군 금왕읍 대금로 1518
2012,20120217,주유소,사업재개,충무공주유소(동신주유소),충청남도 아산시 풍기동 210-9
2012,20120220,일반판매소,폐업(직권정리),(주)갈현에너지왕산지점,경기도 용인시 처인구 모현면 왕산리 771-11번지 
2012,20120220,일반판매소,폐업(직권정리),SK네트웍스(주)동서주유소,경기도 용인시 처인구 삼가동 239-2번지 
2012,20120220,주유소,사업개시,공항주유소,충청북도 청원군 오창읍 가좌리 168-4 외 1필지
2012,20120220,일반판매소,폐업,국민석유상사,강원도 정선군 정선읍 봉양리 1-93
2012,20120220,주유소,휴지사업재개,명동주유소,인천광역시 남구 주안동 126-2
2012,20120220,일반판매소,폐업,세광에너지,울산광역시 중구 반구동 797-2번지
2012,20120220,주유소,페업,청운주유소,경기도 양평군 청운면 경강로 4466
2012,20120220,일반대리점,폐업,코레스산업,전라북도 전주시 덕진구 인후동2가 1574-5
2012,20120221,주유소,휴업,양촌주유소,경상남도 산청군 오부면 산청대로 2293
2012,20120221,주유소,신규,육칠팔주유소,강원도 원주시 문막읍 동화리 1091-1
2012,20120222,일반대리점,신규,(주)진명해상,전라남도 여수시 국동 남6길 49-22
2012,20120223,일반판매소,폐업,경화석유,경상남도 창원시 진해구 석동 268-6
2012,20120223,일반판매소,폐업,그린석유,강원도 원주시 단계동 819-3
2012,20120223,주유소,휴업,대림주유소,경기도 여주군 금사면 금품1로 436
2012,20120223,주유소,신규등록,럭키스파밸리직영주유소,울산광역시 울주군 범서읍 울밀로 2844
2012,20120223,일반판매소,폐업,삼일에너지,대구광역시 북구 노원로 42길 7-5 (침산동)
2012,20120223,주유소,휴업신고,상대원주유소,경기도 성남시 중원구 희망로 352 (상대원동)
2012,20120223,주유소,폐업,샘밭주유소,강원도 춘천시 신북읍 천전리 111-5
2012,20120223,주유소,휴업,에코주유소,대구광역시 북구 노원로 190 (침산동)
2012,20120223,주유소,재개시,우정주유소,경상북도 구미시 송동로 210 (도량동)
2012,20120223,주유소,조건부등록,일진주유소,전라북도 전주시 완산구 중인동 129
2012,20120223,주유소,등록,㈜동양유화동양주유소,서울특별시 강북구 미아동 197-14
2012,20120223,일반판매소,휴업,진부령주유소,강원도 고성군 간성읍 흘리 32-22
2012,20120223,일반판매소,폐업,태평석유판매소,충청남도 논산시 강경읍 태평리 5-6
2012,20120224,주유소,사업재개,신우주유소,서울특별시 서대문구 홍은동 379-6
2012,20120224,주유소,휴업,연륙교주유소,경상남도 사천시 동동 354-1
2012,20120224,주유소,폐업,원일주유소,경기도 파주시 파평면 늘노리 225-3
2012,20120224,주유소,재개,홍익주유소,경상남도 창원시 마산합포구 진전면 율티리 224-2
2012,20120227,용제판매소,신규등록,(주)신승케미칼,경상남도 함안군 산인면 운곡리 40-2
2012,20120227,일반판매소,휴업,금성석유,충청북도 음성군 소이면 대장로 31
2012,20120227,일반판매소,휴업,낙원석유,전라남도 영광군 영광읍 신하리 835-2
2012,20120227,일반대리점,등록,대성석유㈜,서울특별시 강서구 등촌동 684
2012,20120227,일반판매소,폐업,현대주유사,경상남도 진주시 소문길 31번길
2012,20120228,일반판매소,폐업,대산에너지,전라북도 무주군 무주읍 당산리 1523-25
2012,20120228,주유소,폐업,대천주유소,제주특별자치도 제주시 구좌읍 번영로 2010
2012,20120228,일반판매소,폐업,명종석유,대구광역시 달서구 월곡로 132-9 (상인동)
2012,20120228,주유소,휴업사업재개,북충주주유소,충청북도 충주시 노은면 감노로 1930
2012,20120228,일반대리점,신규등록,서진에너지(주),전라북도 군산시 외항안길 63 (소룡동)
2012,20120228,주유소,휴업,유명주유소(현:洙岩주유소),충청북도 단양군 단성명월악로 4584 (중방리75-2)
2012,20120228,주유소,재개시,호성주유소,경기도 화성시 온석동 1-3
2012,20120229,주유소,재개,FM고동주유소,경기도 평택시 청북면 고렴리 685-10
2012,20120229,주유소,등록사업개시,마당재주유소,전라북도 전주시 완산구 중노송동 787-1
2012,20120229,주유소,휴업,신성주유소,경상남도 창원시 마산합포구 중앙동 2가 6-14
2012,20120229,용제판매소,폐업,안진산업,부산광역시 사상구 감전동 152-2 부산산업용제유통상가4동321호
2012,20120229,주유소,휴지사업재개,행치재주유소,충청북도 음성군 원남면 충청대로 835
2012,20120301,용제판매소,사업개시,(주)디에스오이씨,경상남도 창원시 마산회원구 내서읍 수곡리 61-4 (용담리 50-3)
2012,20120301,주유소,휴업재개,마장주유소,경기도 이천시 마장면 오천로 97
2012,20120301,주유소,휴업,매봉주유소,서울특별시 강남구 언주로 307 (역삼동 784-7)
2012,20120301,주유소,폐업,서울석유(주)인창주유소,서울특별시 중구 남계로 169 (황학동)
2012,20120301,일반판매소,신규등록,조은에너지,경기도 김포시 감암로 91
2012,20120302,주유소,폐업,남산주유소,충청남도 당진시 면천면 한천로 523 (율사리)
2012,20120302,주유소,폐업,빙그레주유소,울산광역시 남구 삼산동 1550-4
2012,20120302,주유소,폐업,삼진주유소,서울특별시 관악구 봉천동 947-12
2012,20120302,주유소,등록,시골주유소,전라남도 영암군 신북면 모산리 669-3
2012,20120302,용제판매소,폐업,㈜풍원석유,서울특별시 종로구 신문로1가 24호
2012,20120302,일반대리점,신규,현대물산(주),전라남도 나주시 남평읍 산남로 438
2012,20120305,일반판매소,폐업,가평석유,경기도 가평군 가평읍 읍내리 267-1
2012,20120305,일반판매소,폐업,남산석유,전라남도 담양군 수북면 남산리 438
2012,20120305,주유소,폐업,동아주유소,경상남도 진주시 진주대로 114 (봉안동)
2012,20120305,주유소,휴업,사천주유소,경상남도 사천시 사남면 죽천리 343-2
2012,20120305,주유소,폐업,연화관광,경상북도 김천시 대덕면 대덕로 435
2012,20120305,일반판매소,폐업,이수석유판매소,서울특별시 서초구 방배본동 780-37
2012,20120305,주유소,휴업,하나K주유소,경기도 이천시 진상미로 2355 (장록동)
2012,20120306,주유소,사업재개,신오창주유소,충청북도 청원군 오창읍 창리 56-5
2012,20120306,용제판매소,폐업,㈜홍조기업,부산광역시 사상구 모라동 656-12
2012,20120306,주유소,신규,학하셀프주유소,대전광역시 유성구 학하로 189
2012,20120307,일반판매소,폐업,공명사,서울특별시 마포구 합정동 427-18
2012,20120307,주유소,사업정지사업재개,코알라주유소,충청북도 충주시 금가면 충원대로 1479
2012,20120308,주유소,휴업,대천주유소,경기도 연천군 신서면 도신리 880-2
2012,20120308,주유소,폐업,백양주유소,광주광역시 북구 화명동 1472-1
2012,20120308,일반판매소,폐업,입장석유,충청남도 천안시 서북구 입장면 하장리 45번지
2012,20120309,일반판매소,폐업,에이치이판매㈜,부산광역시 사상구 감전동 952-36
2012,20120310,주유소,재개,세종주유소,전라남도 함평군 월야면 외치리 312
2012,20120312,주유소,폐업,대문주유소,전라북도 익산시 부송동 215-39
2012,20120312,일반판매소,폐업,영남석유,대구광역시 달서구 와룡로16길 32 (본리동)
2012,20120312,석유대체연료유판매소,신규등록,㈜피지엑텍,경기도 양주시 남면 상수리 454 외 1
2012,20120313,일반대리점,신규,(주)닛시,전라남도 여수시 문수7길 33-8
2012,20120313,일반판매소,휴업,2002석유,충청남도 천안시 서북구 봉정로 224-6 (성정동)
2012,20120313,주유소,폐업,GS칼텍스(주)세계로점,경기도 수원시 권선구 권선로 682번길 5(권선동)
2012,20120313,주유소,폐업,각화주유소,광주광역시 북구 각화동 199-4
2012,20120313,주유소,신규,거창사과원예농협주유소,경상남도 거창군 거창읍 수남로 2245번지
2012,20120313,일반대리점,신규등록,경우해운(주),인천광역시 중구 축항대로 166번길 18 (항동7가)
2012,20120313,일반대리점,신규,서진E(주),전라남도 여수시 수정3길 11
2012,20120313,일반판매소,폐업,유진석유,경상남도 김해시 화목동 310-4
2012,20120313,주유소,폐업,한솔주유소,경상남도 창원시 의창구 명서동 202-1
2012,20120314,주유소,휴업후재개,광교현대셀프주유소,경기도 용인시 수지구 상현동 492-9
2012,20120314,주유소,휴업재개,응암삼선주유소,경기도 이천시 부발읍 경충대로 1821
2012,20120315,주유소,휴업,비치,전라남도 목포시 산정동 1756-5
2012,20120316,일반대리점,신규,(주)솔리드오일,전라남도 장성군 북하면 단전길 26-4
2012,20120316,용제판매소,폐업,(주)힘스,울산광역시 북구 매곡산업로 21 (매곡동)
2012,20120316,석유대체연료판매소,신규등록,그린오일㈜,충청북도 음성군 원남면 백마령길 23
2012,20120316,주유소,폐업,사천IC주유소,경상남도 사천시 축동면 사다리 73-1
2012,20120316,주유소,휴업,태평양주유소,충청북도 음성군 음성읍 음성로 482
2012,20120319,일반판매소,폐업,대우석유,경상남도 창원시 의창구 팔용동 179-4
2012,20120319,주유소,휴업,대지주유소,충청남도 천안시 동남구 목천읍 응원리 63-1
2012,20120319,주유소,휴업,월드컵주유소,전라북도 전주시 덕진구 온고을로 541
2012,20120319,용제판매소,신규등록,㈜삼양화인,경기도 부천시 오정구 석천로 397
2012,20120320,주유소,폐업,(주)직영청사앞주유소,대전광역시 서구 둔산2동 937
2012,20120320,일반판매소,폐업,합천남부농협가회지점,경상남도 합천군 가회면 황매산로 30
2012,20120321,주유소,휴업재개,SK네트웍스(주)고촌주유소,경기도 김포시 고촌읍 김포대로 336
2012,20120321,일반판매소,폐업,구장터석유,경상북도 의성군 안계면 시안리 351-1
2012,20120321,일반판매소,휴업,사비주유소,충청남도 부여군 부여읍 지석리 23-3
2012,20120321,주유소,휴업,사비주유소,충청남도 부여군 부여읍 저석리 23-3
2012,20120321,주유소,사업정지,주성주유소,충청북도 청주시 상당구 주성동 285-6
2012,20120322,주유소,폐업,관촌주유소,전라북도 임실군 관촌면 촌리299-2
2012,20120322,주유소,휴업,성화주유소,대구광역시 달서구 성당로 217 (두류동)
2012,20120322,주유소,휴업,오원주유소,전라북도 임실군 관촌면 병암리 332-8
2012,20120322,주유소,휴업,오원주유소(주)엘림,전라북도 임실군 관촌면 병암리332-8
2012,20120323,주유소,휴업,동성주유소,전라북도 김제시 옥산동 340-4
2012,20120323,일반판매소,폐업,제일석유,인천광역시 부평구 십정동 375-17
2012,20120323,일반대리점,등록,주식회사한익스프레스,서울특별시 서초구 서초동 1603-55
2012,20120323,일반판매소,폐업,화성석유,대구광역시 수성구 범어천로 175-5
2012,20120325,주유소,재개시,오성주유소,경상북도 구미시 중앙로 352-48 (신평동)
2012,20120326,일반대리점,신규,(주)동서석유판매,경상남도 김해시 가야로 446-1
2012,20120326,주유소,폐업,(주)케이디에너지지점고속주유소,울산광역시 울주군 언양읍 어음길 29
2012,20120326,주유소,폐업,마당바위주유소,충청북도 충주시 수안보면 수회리 817-2
2012,20120326,주유소,폐업,백산주유소,강원도 태백시 백산동 141-1
2012,20120326,주유소,재개신고,용포주유소,전라북도 무주군 무주읍 무금로 359
2012,20120326,주유소,휴업,유천주유소,경기도 이천시 호법면 중부대로 908-3
2012,20120326,주유소,재개,한일주유소,부산광역시 부산진구 백양순환로 110번길 19 (부암동)
2012,20120327,일반판매소,폐업,SK에너지,부산광역시 동래구 명장동 514-2
2012,20120327,주유소,신규,늘푸른주유소,강원도 원주시 반곡동 1263-2
2012,20120327,일반대리점,신규등록,주식회사믿음하나신일패트로,인천광역시 서구 백범로 934번길 37 (가좌동)
2012,20120327,용제판매소,신규,주영화학,경상남도 양산시 유산동 446-11
2012,20120328,주유소,휴업,2000주유소,충청북도 영동군 황간면 난계로 3075
2012,20120328,주유소,휴업,SK대방주유소,서울특별시 영등포구 신길동 623-5
2012,20120328,일반판매소,직권취소,금강에너지,인천광역시 부평구 부평5동 10-43
2012,20120328,주유소,폐업,동부주유소,서울특별시 동대문구 천호대로 445 (장안동 466-11)
2012,20120328,일반판매소,신규,보헌석유,경상북도 의성군 봉양면 경북대로 4437
2012,20120328,주유소,휴업,복지주유소,경상남도 의령군 칠곡면 산남리 644-1
2012,20120328,주유소,폐업,신오주유소,서울특별시 관악구 신림동 1455-16
2012,20120328,일반판매소,폐업,일등석유,부산광역시 동구 수정동 444-64
2012,20120328,주유소,신규등록,㈜수향에너지,경기도 포천시 영중면 금주리 694-16
2012,20120328,주유소,휴업,중동주유소,경상남도 의령군 부림면 신반리 871
2012,20120328,일반판매소,폐업,중원석유,충청북도 충주시 충인7길 8 (충의동)
2012,20120329,주유소,휴업,금천주유소,부산광역시 북구 금곡대로 37 (덕천동)
2012,20120329,주유소,폐업,대명주유소,경기도 고양시 일산동구 중동 116-3외 2필지
2012,20120329,일반판매소,휴업,대신석유,경상북도 안동시 이천동 646-2
2012,20120329,주유소,폐업,소정주유소,경상북도 군위군 의흥면 연계리 1149-1
2012,20120329,용제대리점,폐업,㈜조은,경기도 시흥시 정왕동 1364 유통상가 39동 312
2012,20120329,주유소,휴업재개,하나K주유소,경기도 이천시 진상미로 2355 (장록동)
2012,20120330,주유소,폐업,동진강주유소,전라북도 김제시 죽산면 서포리 577-11
2012,20120330,주유소,폐업,부경주유소,부산광역시 사상구 학장동 271-6
2012,20120330,용제판매소,폐업,삼정석유,경기도 부천시 오정구 삼정동 33
2012,20120330,주유소,폐업,신흥주유소,경기도 용인시 처인구 중부대로 1702
2012,20120330,주유소,휴업후재개,용인IC주유소,경기도 용인시 처인구 백옥대로 1405
2012,20120330,일반대리점,신규등록,㈜가나이앤지,경기도 부천시 원미구 길주로 315 뉴월드타운 301호 (중동)
2012,20120330,일반판매소,폐업,지에스조은에너지,서울특별시 양천구 오목로32길 21-1 (신정동)
2012,20120330,주유소,휴업,태승주유소,경기도 화성시 비봉면 주석로 396
2012,20120330,주유소,폐업,훼미리주유소,경기도 용인시 수지구 신수로 677
2012,20120331,주유소,폐업,이산포주유소,경기도 고양시 일산동구 법곳동 209-18
2012,20120331,주유소,폐업,한일주유소,울산광역시 울주군 삼남면 강당로 77
2012,20120401,주유소,휴업,광장주유소도진기업(합),인천광역시 남동구 남촌동 510-109
2012,20120402,일반대리점,신규등록,(주)신승케미칼,경상남도 함안군 산인면 싸리재로 19
2012,20120402,용제판매소,폐업,산방유화,제주특별자치도 서귀포시 대정읍 구억리 698
2012,20120402,일반대리점,폐업,㈜오조,"경기도 안산시 단원구 광덕대로 138, 304호 (고잔동)"
2012,20120402,주유소,휴업사업재개,지에스칼텍스㈜대천점,부산광역시 사상구 학장로 133 (학장동)
2012,20120403,일반판매소,폐업,대경석유,경상북도 안동시 임하면 신덕리 1298-61
2012,20120403,주유소,신규,삼원주유소,충청남도 천안시 서북구 차암동 22-11
2012,20120403,일반판매소,폐업,영암농협,전라남도 영암군 영암읍 남풍리 45-3
2012,20120403,일반대리점,폐업,㈜케이피아이,경기도 가평군 가평읍 상색리 280-1
2012,20120403,용제판매소,폐업,㈜하나화학,경기도 양주시 남면 상수리 632-11
2012,20120403,주유소,폐업,푸른주유소,강원도 강릉시 강릉대로 366 (포남동)
2012,20120403,일반대리점,폐업,한국자원투자개발㈜인천지점,인천광역시 중구 홍예문로 90 (인현동)
2012,20120404,용제판매소,신규등록,강남화공약품상사,경기도 부천시 원미구 수도로 98
2012,20120404,주유소,휴업,극동주유소,경기도 평택시 청북면 고렴리 685-10
2012,20120404,용제대리점,폐업,㈜율림씨앤씨,경기도 수원시 장안구 율전동 300 미주타운 103호
2012,20120404,주유소,휴업,코스모주유소,충청북도 청원군 현도면 죽암리 312-8
2012,20120405,일반판매소,폐업,대성석유,경기도 안양시 만안구 태평로8번길 7 (안양동)
2012,20120406,주유소,폐업,아산제일주유소,충청남도 아산시 방축동 132-1
2012,20120408,주유소,재개시,휴먼주유소,경상북도 구미시 야은로 312 (도량동)
2012,20120409,주유소,폐업,sk네트웍스㈜부산주유소,부산광역시 사상구 주례동 690-11
2012,20120409,주유소,신규등록,알뜰심지,경기도 양주시 광적면 석우리 131-15
2012,20120409,일반대리점,신규등록,㈜반석석유,"경기도 의정부시 의정로 90, 201호 (가능동, 세안빌딩)"
2012,20120409,주유소,휴업,한금령주유소,충청북도 음성군 원남면 충청대로 790
2012,20120410,부생연료유판매소,폐업,(주)삼종화평창지점,강원도 평창군 대화면 신리 700-1
2012,20120410,일반판매소,폐업,참석유,경상북도 김천시 개령면 남전리 131
2012,20120411,일반판매소,폐업,형제에너지,경상남도 창원시 마산회원구 구암동 270-12
2012,20120412,주유소,휴업,GS칼텍스(주)사매점,전라북도 남원시 사매면 오신리 612-3
2012,20120412,주유소,신규등록,생초IC주유소,경상남도 산청군 생초면 하촌리 130-1
2012,20120412,일반판매소,폐업,중원석유,경기도 성남시 중원구 상대원동 1224
2012,20120412,주유소,휴업,진하주유소,울산광역시 울주군 서생면 해맞이로 1584
2012,20120412,주유소,휴지사업재개,천연주유소,충청북도 음성군 원남면 충청대로 151
2012,20120412,주유소,등록,태양주유소,전라남도 영광군 영광읍 월평리 330-1
2012,20120412,주유소,신규,현곡농협클린주유소,경상북도 경주시 현곡면 용담로 498
2012,20120413,일반판매소,신규,리젠시에너지,강원도 평창군 대화면 신리 700-1
2012,20120413,일반판매소,폐업,바다석유,부산광역시 북구 백양대로 1124번길 109 (구포동)
2012,20120413,일반판매소,폐업,바로바로석유,경상북도 안동시 옥동 1250-2
2012,20120413,일반판매소,폐업,중앙,경기도 수원시 동말로 67번길 16 (화서동)
2012,20120413,주유소,신규등록,현대오일뱅크(주)직영의왕주유소,경기도 의왕시 왕곡동 260번지
2012,20120416,주유소,휴업,대성주유소,경상북도 김천시 구성면 남김천대로 3113
2012,20120416,주유소,폐업,온산공단주유소,울산광역시 울주군 온산읍 덕신로 2
2012,20120416,주유소,사업재개,인창주유소,충청남도 아산시 영인면 창용리 27-18
2012,20120416,일반대리점,신규등록,㈜청휘석유,경기도 가평군 가평읍 경춘로 1766
2012,20120416,주유소,휴업,태남석유(주)부일주유소,인천광역시 부평구 부평동 440-7
2012,20120416,일반대리점,신규등록,한국석유공사,경기도 안양시 동안구 관평로 212번길 57 (관양동)
2012,20120417,용제대리점,신규,(주)한진케미컬,전라남도 순천시 서면 지본리 273-7
2012,20120417,주유소,신규,강구농협남정지점,경상북도 영덕군 남정면 산정로 8
2012,20120417,주유소,재개,은혜주유소,경상북도 경주시 양남면 외남로 1126
2012,20120417,주유소,폐업,중앙주유소,충청북도 제천시 봉양읍 원박리 292
2012,20120417,주유소,사업재개,코스모주유소,충청북도 청원군 현도면 죽암리 312-8
2012,20120418,주유소,휴업사업재개,GS칼텍스직영금오점,경기도 의정부시 호국로 1443 (금오동)
2012,20120418,일반판매소,폐업,금오석유,경상북도 구미시 칠성로4길 11-24 (원평동)
2012,20120418,주유소,폐업,동구타이어유류(주)속초주유소,강원도 속초시 조양동 1417-3
2012,20120418,주유소,등록,몽탄농협,전라남도 무안군 몽탄면 구산리 577
2012,20120418,주유소,폐업,용두나주유소,광주광역시 북구 용두동 311-15
2012,20120418,일반판매소,폐업,월라석유,제주특별자치도 서귀포시 신효동 268-1
2012,20120418,주유소,휴업,제2한강주유소,서울특별시 영등포구 양평동4가 28
2012,20120419,주유소,재개,SK네트웍스㈜개금주유소,부산광역시 부산진구 가야대로 461 (개금동)
2012,20120419,주유소,폐업,SK네트웍스㈜개금주유소,부산광역시 부산진구 가야대로 461 (개금동)
2012,20120419,주유소,휴업,송천주유소,경상북도 안동시 송천동 827-8
2012,20120419,일반판매소,폐업,주식회사성원에너지,경기도 성남시 수정구 산성동 2049
2012,20120420,일반판매소,신규,(주)대한에너지,대전광역시 중구 오류동 182-17
2012,20120420,일반판매소,휴업,양지석유,충청남도 당진시 신평면 덕평로 1188
2012,20120420,주유소,폐업,연화주유소,전라북도 고창군 해리면 동서대로 114
2012,20120420,주유소,사업재개,염치주유소,충청남도 아산시 염치읍 염성리 134-1
2012,20120420,용제판매소,신규,㈜대성화학,경상북도 경산시 진량읍 공단로 550번지
2012,20120420,주유소,휴업신고,㈜이은산업경원주유소,경기도 성남시 수정구 성남대로 1414
2012,20120420,주유소,신규,청천주유소,경상남도 김해시 진례면 서부로 520 외 2필지
2012,20120421,주유소,재개시,주성주유소,충청북도 청주시 상당구 주성동 285-6
2012,20120423,일반대리점,폐업,(주)삼영E,전라남도 여수시 중앙동 60-2
2012,20120423,주유소,폐업,경춘주유소,경기도 남양주시 평내동 206-2
2012,20120423,주유소,폐업,녹색행정주유소,강원도 강릉시 연곡면 진고개로 2283-3
2012,20120423,주유소,휴업,명동주유소,인천광역시 남구 주안동 126-2
2012,20120423,주유소,휴업,송포주유소,경상남도 사천시 송포동 174-3
2012,20120423,일반판매소,폐업,㈜금화산업,충청북도 청원군 옥산면 국사리 136-6
2012,20120423,용제판매소,"신규등록,사업개시",㈜인코케미컬,충청북도 청원군 강내면 황탄리 74
2012,20120423,일반대리점,등록,페트로코리아㈜,서울특별시 양천구 목동동로 233
2012,20120423,일반판매소,휴업,황금궁전주유소,강원도 고성군 간성읍 장신리 377-1
2012,20120424,주유소,휴업,망산주유소,경상남도 거제시 남부면 거제남서로 1159
2012,20120424,주유소,휴업,산성주유소,전라북도 무주군 적상면 적상산로 124
2012,20120424,일반판매소,폐업,종합석유,경상남도 거제시 일운면 거제대로 2471
2012,20120424,일반대리점,신규등록,㈜동아에코,경기도 하남시 신장로 208-12 (덕풍동)
2012,20120424,일반대리점,신규등록,㈜한양에너지,경기도 평택시 울성길21 (신대동)
2012,20120425,일반대리점,폐업,SK네트웍스㈜,인천광역시 남동구 구월로 371(만수동)
2012,20120426,일반대리점,신규,(주)경동오일,전라남도 여수시 신기북1길 17-3
2012,20120426,일반대리점,신규,(주)금강E,전라남도 여수시 시청서 2길 61
