연도,변동사유발생연월일,판매업의종류,구분,업체명,소재지
2009,20090102,주유소,휴업,고암주유소,경기도 양주시 고암동 264-5
2009,20090102,일반판매소,폐업,대동석유,경상남도 진주시 하대동 313-12
2009,20090102,주유소,신규등록,대섬주유소,"제주특별자치도 제주시 조천읍 신촌리 540-3,7"
2009,20090102,주유소,신규등록,마영주유소,경기도 안성시 미양면 마산리 210-6
2009,20090102,주유소,신규,문의주유소,충청북도 청원군 문의면 남계리 155-4
2009,20090102,주유소,신규,원동주유소,경상북도 포항시 남구 오천읍 원리 238B 1-1L
2009,20090102,주유소,휴업,협성주유소,충청북도 제천시 장락동 469-7
2009,20090103,주유소,휴업,의병주유소,경상남도 의령군 대의면 다사리 645
2009,20090105,일반대리점,신규,(주)경남에너지,경상남도 사천시 서동 332-68
2009,20090105,용제판매소,신규,길전화학,경상북도 영천시 도남동 621
2009,20090105,주유소,폐업,내고향주유소,경상북도 김천시 아포읍 인리 68-1
2009,20090105,주유소,신규등록,서탄에너지(주),경기도 평택시 서탄면 수월암리 244-1
2009,20090105,주유소,폐업,우석주유소,경상북도 울진군 기성면 망양리 161-2
2009,20090105,주유소,개시,원동주유소,경상북도 포항시 남구 오천읍 원리 238B 1-1L
2009,20090106,일반대리점,등록,(주)원에너지,인천광역시 서구 가좌동 173-356
2009,20090106,주유소,신규등록,덕성관리주유소,경기도 화성시 향남읍 관리 53
2009,20090106,주유소,등록,부자주유소,부산광역시 해운대구 좌동 996-2
2009,20090106,주유소,휴업,영일주유소,충청남도 당진군 당진읍 구룡리 32-5
2009,20090106,일반판매소,폐업,해양석유,경상남도 마산시 회원1동 2-5
2009,20090107,주유소,폐업,남원농협새한주유소,전라북도 남원시 사매면 월평리289-67
2009,20090107,주유소,신규등록,봉담신도시주유소,경기도 화성시 봉담읍 수리기 11-44
2009,20090107,주유소,신규,부동주유소,경상북도 청송군 부동면 이전리 576-4
2009,20090107,일반대리점,폐업,엔에이글로벌(주),경기도 고양시 일산동구 사리현동 659-29 2층
2009,20090107,주유소,신규,완도주유소,전라남도 완도군 완도읍 가용리 841
2009,20090107,일반판매소,휴업,황악석유,경상북도 김천시 평돠동 333-9
2009,20090108,일반대리점,폐업,다나에너지(주),부산광역시 영도구 대교동1가 77번지 302호
2009,20090108,주유소,신규,대정에너지,충청북도 보은군 보은읍 교사리 25-1
2009,20090108,주유소,등록,메트로다솜주유소,"인천광역시 남동구 도림동 344-6,7"
2009,20090108,주유소,신규등록,월곶신도시주유소,경기도 시흥시 정왕동 1773
2009,20090108,주유소,휴업,의병주유소,경상남도 의령군 대의면 다사리 645 
2009,20090109,주유소,휴업사업재개,경인주유소,인천광역시 서구 원창동 21-14
2009,20090109,부생연료유판매소,신규,대성상사,충청북도 음성군 금왕읍 오선리 284-3
2009,20090109,주유소,신규등록,혜인주유소,경기도 용인시 기흥구 중동 631-1
2009,20090109,주유소,신규등록,화성제일주유소,대구광역시 서구 비산동 372-1
2009,20090112,주유소,신규,SK동행주유소,경상북도 칠곡군 왜관읍 금산리 860-22
2009,20090112,주유소,신규,남춘천IC주유소,강원도 춘천시 남산면 광판리 129-4
2009,20090112,주유소,휴업,연화관광주유소,경상북도 김천시 대덕면 연화리 402
2009,20090112,주유소,휴업,주식회사화,울산광역시 중구 태화동 122-2
2009,20090112,일반대리점,폐업,천강석유(주),인천광역시 계양구 작전동 854-3
2009,20090113,일반대리점,신규등록,(주)남광기업,부산광역시 서구 부민동1가 10-2 202호
2009,20090113,주유소,신규등록,관저Ⅱ주유소,대전광역시 서구 관저동 469-7
2009,20090113,부생연료유판매소,개시,도원에너지,경상북도 칠곡군 왜관읍 삼청리 266-4
2009,20090114,일반대리점,신규등록,(주)대일페트로,경기도 부천시 원미구 상동 546-1 태영메디칼 404
2009,20090114,주유소,신규등록,일산제일주유소,경기도 고양시 일산동구 성석동 1305-24
2009,20090114,주유소,신규등록,제일주유소,경기도 김포시 양촌면 양곡리 291-2
2009,20090114,대리점,등록,천양에너지(주),부산광역시 동구 초량동 1213-8 삼성빌딩 505호
2009,20090115,주유소,신규,(주)부원유통수완주유소,광주광역시 광산구 신가동 144-5
2009,20090115,일반판매소,신규신고,경제석유,제주특별자치도 제주시 조천읍 신촌리 1757-1
2009,20090115,일반판매소,폐지,경제석유,제주특별자치도 제주시 삼양2동 2110-2
2009,20090116,주유소,휴업,(주)오일패밀리케이비원,경기도 안산시 단원구 대부남동 1084-6
2009,20090116,주유소,신규,합읍농협주유소,경상남도 함안군 함안면 봉성리 1191
2009,20090116,일반판매소,폐업,합읍농협판매소,경상남도 함안군 함안면 봉성리 1195-1
2009,20090119,부생연료유판매소,신규등록,대일에너지(주),경기도 용인시 처인구 원삼면 미평리 122-4
2009,20090119,일반대리점,폐업,선경유업(주),부산광역시 동구 초량동 1213-14
2009,20090119,주유소,신규등록,영화주유소,경기도 파주시 탄현면 간현리 857-7
2009,20090119,주유소,휴업,조령주유소,충청북도 괴산군 연풍면 원풍리 465-27
2009,20090119,일반대리점,폐업,해연에너지(주),부산광역시 중구 대창동2가 32-4
2009,20090120,일반판매소,폐업,공성농협,경상북도 상주시 공성면 옥산리 162-3
2009,20090121,주유소,신규,SPP에너지(주),경상남도 사천시 사천읍 사주리 72-4
2009,20090121,주유소,신규,금빛주유소,전라북도 김제시 금구면 서도리 529-66
2009,20090121,주유소,신규,신미주주유소,충청북도 진천군 진천읍 장관리 391-7
2009,20090122,일반대리점,등록,(주)금강석유화학,인천광역시 서구 가좌동 173-292
2009,20090122,일반대리점,폐업,(주)도경산업,부산광역시 서구 부용동1가 65-1
2009,20090122,주유소,신규,강서행복주유소,충청북도 청주시 흥덕구 강서동 183-1
2009,20090122,주유소,신규등록,창룡주유소,경기도 고양시 덕양구 동산동 160-19
2009,20090122,일반판매소,폐업,풍운석유,경상남도 김해시 삼정동 650-4
2009,20090123,대리점,등록,(주)청산에너지,부산광역시 동구 초량3동 1197-5 성평빌딩 703호
2009,20090123,주유소,신규,고향주유소,충청북도 청원군 오창읍 장대리 319-4
2009,20090123,부생연료유판매소,신규,도원캠,경상남도 김해시 삼계동 1311-1
2009,20090123,주유소,재개,새만금주유소,전라북도 김제시 교동 304-5
2009,20090123,주유소,휴업,영남기성주유소,경상북도 울진군 기성면 정명리 241-1
2009,20090123,주유소,신규,전주IC주유소,전라북도 전주시 덕진구 반월동 851-4
2009,20090123,주유소,사업,전주IC주유소,전라북도 전주시 덕진구 반월동 851-4
2009,20090123,주유소,신규,칠성,충청북도 증평군 증평읍 증천리 1242
2009,20090128,주유소,신규등록,GS칼텍스봉담신도시점,경기도 화성시 봉담읍 동화리 145-16
2009,20090128,주유소,폐업,의암주유소,강원도 춘천시 온의동 506-1
2009,20090129,용제대리점,등록,(주)강동,부산광역시 사상구 감전동 116-7
2009,20090129,일반대리점,폐업,(주)대승유업,부산광역시 동구 초량동 1169-8
2009,20090129,일반대리점,등록,(주)유엔오일넷,전라북도 군산시 옥구읍 옥정리 443-1
2009,20090129,주유소,폐업,귀뚜라미주유소,경기도 포천시 자작동 5-5
2009,20090130,주유소,신규,3.15주유소,경상남도 마산시 구암동 15-9
2009,20090130,일반판매소,폐업,당저석유,강원도 삼척시 교동 104-4
2009,20090130,주유소,신규,대송고속주유소,경상북도 포항시 남구 대송면 제내리 776-2
2009,20090130,일반판매소,신규,세방석유,강원도 삼척시 교동 104-4
2009,20090130,일반대리점,폐업,에스엘에너지(주),부산광역시 부산진구 부전동 168-320
2009,20090201,일반판매소,폐업,뉴영남석유,울산광역시 동구 전하동 686-4
2009,20090201,주유소,휴업,대성주유소,경기도 부천시 소사구 소사본동 81-3
2009,20090202,용제대리점,폐업,(주)제이켐,대전광역시 동구 성남동 157-6 현대빌딩 1408
2009,20090202,주유소,개시,대송고속주유소,경상북도 포항시 남구 대송면 제내리 776-2
2009,20090202,주유소,폐업,원남주유소,부산광역시 기장군 기장읍 시랑리 526-1
2009,20090202,주유소,신규등록,청암주유소,경기도 시흥시 정왕동 191-4
2009,20090202,주유소,신규,탑주유소,경상북도 영천시 도동 259-3
2009,20090203,일반판매소,폐지,거창석유,제주특별자치도 제주시 화북1동 2126-2
2009,20090203,일반판매소,폐지,대홍석유,제주특별자치도 제주시 조천읍 신촌리 538-18
2009,20090203,주유소,폐업,수입주유소,경기도 포천시 일동면 수입리 498-2
2009,20090204,일반판매소,폐업,강원석유,강원도 강릉시 교동 970-2
2009,20090204,주유소,신규등록,구지칸주유소,대구광역시 달성군 구지면 창리 260-18
2009,20090204,주유소,등록,오성상사(주)오성셀프주유소,인천광역시 남동구 고잔동 226
2009,20090204,주유소,신규등록,죽전역주유소,경기도 용인시 기흥구 보정동 209
2009,20090204,주유소,폐업,한성주유소,경기도 용인시 기흥구 보정동 690-4
2009,20090205,일반대리점,신규,(주)월드페트로,충청남도 천안시 동남구 신부동 966
2009,20090205,주유소,휴업,견우주유소,경기도 부천시 원미구 심곡동 138-2
2009,20090205,주유소,휴업,경주주유소,경상북도 경주시 황오동 115-8
2009,20090205,일반대리점,등록,토탈에너지(주),부산광역시 동구 초량동 1203-10
2009,20090206,주유소,신규등록,서진주유소,경기도 이천시 송정동 232-1
2009,20090207,주유소,사업재개,가나주유소,경기도 부천시 원미구 상동 321-1
2009,20090208,주유소,신규등록,처음주유소,경기도 고양시 덕양구 화전동 549-8
2009,20090209,일반판매소,폐업,대원석유,충청북도 청주시 흥덕구 모충동 86-32
2009,20090209,주유소,신규등록,은행나무주유소,경기도 부천시 오정구 여월동 342
2009,20090209,주유소,신규등록,탄현기린주유소,경기도 고양시 일산서구 탄현동 15-1
2009,20090210,주유소,신규,거제삼성주유소,경상남도 거제시 사등면 성포리 394
2009,20090210,일반대리점,폐지,순성에너지(주),충청남도 당진군 수성면 양유리 767
2009,20090211,주유소,휴업,만남의광장주유소,충청북도 음성군 대소면 대풍리 5-5
2009,20090211,일반판매소,폐업,부흥석유,인천광역시 부평구 산곡동 180-375
2009,20090212,주유소,폐업,남부주유소,경상남도 마산시 해운동 45-1
2009,20090212,주유소,신규,남악신도시,전라남도 목포시 옥암동 1173
2009,20090213,일반대리점,신규등록,(주)경기석유,경기도 용인시 기흥구 구갈동 588-6
2009,20090213,일반대리점,신규,(주)세종에너지,충청남도 당진군 순성면 백석리 466-24
2009,20090213,주유소,신규,갑제동주유소,경상북도 경산시 갑제동 133-1
2009,20090213,주유소,신규,강산주유소,경상북도 경산시 압량면 부적리 531-2
2009,20090213,주유소,신규,반석주유소,경상남도 김해시 외동 1094-3
2009,20090213,주유소,휴업,수경주유소,경기도 시흥시 광석동 33-2
2009,20090213,주유소,휴업,수화주유소,경기도 시흥시 군자동 113
2009,20090216,주유소,휴업사업재개,GS칼텍스(주)동양7주유소,인천광역시 부평구 일신동 109-12
2009,20090216,주유소,신규등록,SK네트웍스(주)하나주유소,경기도 광명시 광명동 33-72
2009,20090216,주유소,신규등록,건풍셀프주유소,경기도 파주시 월롱면 덕은리 555-4
2009,20090216,주유소,신규등록,초원주유소,경기도 김포시 대곶면 석정리 2-30
2009,20090216,주유소,폐업,한석주유소,부산광역시 사상구 학장동 752-6
2009,20090217,주유소,휴지,청도,충청북도 충주시 신니면 광월리 650-2
2009,20090218,부생연료유판매소,신규,JD에너지,경상남도 김해시 장유면 대청리 234-2
2009,20090219,용제판매소,휴업,21세기,인천광역시 계양구 박촌동52-16
2009,20090219,주유소,신규,서광주유소,경상북도 울진군 후포면 금음리 63-1
2009,20090219,일반대리점,등록,창진에너지(주),인천광역시 서구 원당동 원당지구 71B 3L
2009,20090220,일반대리점,신규등록,(주)극동정유,경기도 포천시 신북면 가채리 793-6
2009,20090220,부생연료유판매소,폐업,(주)현대에너지,인천광역시 중구 신흥동1가 34-92
2009,20090220,일반판매소,휴업 ,동방에너지,충청북도 음성군 음성읍 용산리 1481-71
2009,20090220,주유소,재개,동진,경상북도 포항시 북구 청하면 명안리 514-2
2009,20090220,주유소,폐업,소래주유소,경기도 시흥시 신천동 750-9
2009,20090223,일반대리점,폐지,(주)글로벌에너지,충청남도 논산시 은진면 용산리 467-3
2009,20090223,주유소,등록,부평IC주유소,인천광역시 부평구 청천동 437-2
2009,20090224,일반판매소,신규,제일석유,경상남도 사천시 사남면 죽천리 30
2009,20090225,일반대리점,신규등록,대동이앤아이㈜,경기도 성남시 분당구 수내동 10-1 트라팰리스 415
2009,20090226,부생연료유판매소,폐업,대양충전소,전라남도 해남군 옥천면 신죽리 512
2009,20090227,주유소,휴업,대랑주유소,충청북도 제천시 대랑동 71-3
2009,20090228,주유소,개시,수정주유소,전라북도 군산시 경암동 608-2
2009,20090301,일반판매소,휴업,거창석유,경상남도 거창군 거창읍 대평리 1497-3
2009,20090301,주유소,사업재개,대성주유소,경기도 부천시 소사구 소사본동 81-3
2009,20090302,일반대리점,신규등록,(주)지축에너지,경기도 고양시 덕양구 지축동 517-1
2009,20090302,주유소,휴지,가금,충청북도 충주시 가금면 루암리 165-4
2009,20090302,주유소,폐업,대왕주유소,인천광역시 서구 왕길동 420-12
2009,20090302,주유소,폐업,웅진주유소,경상남도 사천시 송포동 591
2009,20090302,주유소,휴지,월명,충청북도 충주시 신니면 견학리 361-1
2009,20090302,주유소,개시,풍기주유소,경상북도 영주시 봉현면 오현리 225-4
2009,20090303,일반대리점,폐업,(주)광천유업,부산광역시 사상구 감전동 152-2
2009,20090303,주유소,신규등록,뉴시티주유소,경기도 화성시 송림동 223-2
2009,20090303,주유소,신규,명신주유소,경상남도 진주시 명석면 우수리 253
2009,20090303,주유소,휴업,섬마을주유소,경기도 성남시 중원구 도촌동 62
2009,20090303,주유소,폐업,해월고속주유소,전라북도 완주군 소양면 해월리 783-3
2009,20090304,주유소,폐업,강변주유소,경기도 김포시 걸포동 434
2009,20090304,주유소,신규,청통와촌IC주유소,경상북도 경산시 와촌면 박사리 1
2009,20090305,주유소,폐업,SK장곡주유소,경기도 시흥시 장곡동 93-2
2009,20090305,주유소,휴업,만남의주유소,충청북도 음성군 음성읍 한벌리 274-6
2009,20090305,주유소,신규등록,성화주유소,제주특별자치도 제주시 용담2동 881-11
2009,20090306,주유소,등록,문성주유소,부산광역시 동래구 명장1동 490-4
2009,20090306,일반판매소,폐업,범양에너지,인천광역시 연수구 선학동 399-7
2009,20090306,주유소,개시,서래봉주유소,전라북도 정읍시 정우면 우산리 116-2
2009,20090306,주유소,등록취소,석정만호주유소,경상북도 경산시 남천면 협석리 545-1
2009,20090306,일반판매소,폐업,정미석유,경상남도 김해시 삼방동 570-10
2009,20090308,주유소,휴업,진성주유소,충청북도 단양군 매포읍 평동리 478
2009,20090309,주유소,신규,대양주유소,전라남도 해남군 옥천면 신축리 512
2009,20090309,주유소,신규,옥매주유소,전라남도 해남군 황산면 관춘리 937
2009,20090310,주유소,폐업,SK네트윅스㈜공항주유소,충청북도 청주시 상당구 주성동 139-1
2009,20090310,주유소,신규,대한주유소,경상남도 김해시 진영읍 의전리 187-1
2009,20090310,주유소,신규,만남주유소,경상남도 산청군 산청읍 차탄리 46-2
2009,20090310,주유소,신규,장승포농협주유소,경상남도 거제시 아주동 607-4
2009,20090310,주유소,신규등록,화원농협주유소,대구광역시 달성군 화원읍 천내리 310-1
2009,20090311,주유소,신규등록,동백팰리스주유소,경기도 용인시 기흥구 동백동 420
2009,20090311,일반판매소,휴업,땔감석유,경상북도 상주시 인평동 369-1
2009,20090311,일반판매소,휴업,음성에너지,충청북도 음성군 금왕읍 금석리 355
2009,20090312,주유소,폐업,스카이주유소,부산광역시 사상구 주례동 930
2009,20090312,주유소,신규,웰빙주유소,경상북도 포항시 북구 득량동 4-9
2009,20090312,일반대리점,폐업,포스트에너지,울산광역시 남구 문현4동 363-1
2009,20090313,일반대리점,폐업,(주)태일기업,부산광역시 사상구 감전동 152-2
2009,20090313,주유소,사업재개,능곡주유소,경기도 시흥시 군자동 113
2009,20090313,주유소,신규등록,태안그린주유소,경기도 화성시 안녕동 832-14
2009,20090316,주유소,등록,아시아주유소,인천광역시 연수구 옥련동 412-1 외 7필지
2009,20090317,주유소,신규등록,안성주유소,경기도 안성시 대덕면 모산리 359-20
2009,20090318,주유소,등록,(주)성은에너지제3주유소,부산광역시 사상구 엄궁동 652-1
2009,20090318,일반대리점,신규등록,다솔에너지(주),경기도 포천시 소홀읍 이동교리 367-1
2009,20090318,주유소,휴업,진성주유소,충청북도 단양군 매포읍 평동리 478
2009,20090319,부생연료유판매소,신규,남광코퍼레이션,전라남도 담양군 창평면 장화리 295
2009,20090319,주유소,휴업,삼호주유소,충청북도 보은군 보은읍 학람리 334-1
2009,20090319,일반판매소,신규,서호에너지(주),인천광역시 부평구 부평동 417-10
2009,20090319,일반대리점,폐업,에스에이치오일,부산광역시 중구 부평동4가 45번지
2009,20090319,주유소,신규등록,한우리주유소,울산광역시 북구 창평동 1048-1
2009,20090320,일반대리점,폐업,(주)대진에너지대진주유소,경기도 부천시 오정구 삼정동 71-24
2009,20090320,일반대리점,폐업,(주)씨와이에너지,경기도 화성시 봉담읍 상리 478-8
2009,20090320,주유소,재개,농협주유소,전라남도 화순군 화순읍 삼천리613
2009,20090320,주유소,신규,대청호주유소,충청북도 청원군 문의면 남계리 179-12
2009,20090320,용제판매소,신규등록,삼화산업,대전광역시 서구 봉곡동 364
2009,20090321,일반판매소,폐업,영진석유,울산광역시 동구 방어동 995-8
2009,20090323,주유소,등록,지에스칼텍스(주)논현신도시제이점,"인천광역시 남동구 고잔동 257-91,92"
2009,20090323,주유소,신규등록,포내리주유소,경기도 김포시 월곶면 포내리 26-2
2009,20090323,주유소,폐업,프라자주유소,경기도 오산시 부산동 79-1
2009,20090325,주유소,신규,"경주IC주유소,충전소",경상북도 경주시 율동 33외 1필지
2009,20090325,주유소,사업재개,나분들주유소,경기도 시흥시 광석동 33-2
2009,20090325,주유소,휴업,청계주유소,경기도 의왕시 내손동 381-5
2009,20090326,주유소,폐업,송강주유소,경상남도 마산시 봉암동 654-4
2009,20090327,주유소,신규등록,이천신협주유소,경기도 이천시 중리동 468-20
2009,20090330,일반대리점,등록,(주)강남에너지,인천광역시 서구 연희동 690 태영빌딩 303호
2009,20090330,일반대리점,등록,(주)두루실업,부산광역시 북구 금곡동 1116-6 대영인터스빌 2층
2009,20090330,일반판매소,신규,부영석유,경상남도 마산시 회원1동 161-3
2009,20090330,주유소,신규,오송신도시주유소,충청북도 청원군 강외면 동평리 6-1
2009,20090330,주유소,재개,행복가득,경기도 파주시 금릉동 184-6
2009,20090331,주유소,신규등록,명산로주유소,울산광역시 울주군 서생면 명산리 233-4
2009,20090331,주유소,휴업,목천주유소,경기도 수원시 권선구 오목천동 893-2
2009,20090331,주유소,휴업,신성주유소,경기도 여주군 대신면 초현리 437
2009,20090331,주유소,개시,웰빙주유소,경상북도 포항시 북구 득량동 4-9
2009,20090401,일반판매소,휴업,서부석유,경상남도 거창군 주상면 연교리 169-1
2009,20090401,일반판매소,휴업,송정석유,경상남도 거창군 거창읍 송정리 35-1 
2009,20090401,주유소,신규등록,대명주유소,경기도 시흥시 월곶동 520-213
2009,20090401,부생연료유판매소,신규등록,두영,울산광역시 울주군 온산읍 삼평리 9
2009,20090401,주유소,휴업,별마을주유소,경기도 남양주시 진건읍 용정리 271-2
2009,20090401,주유소,휴업,상록수주유소,경기도 안산시 상록구 본오동 948-5
2009,20090401,주유소,휴업,오남주유소,강원도 춘천시 서면 안보리 668-1
2009,20090401,주유소,신규등록,오미산주유소,경기도 파주시 아동동 112-3
2009,20090401,주유소,휴업,항동주유소,인천광역시 중구 항동7가 91-12번지
2009,20090402,일반대리점,등록,(주)오능기업,부산광역시 중구 중앙동4가 37-17 동아제일빌딩
2009,20090402,일반대리점,등록,(주)태성오일,부산광역시 중구 중앙동3가 1 부산우체국 11층
2009,20090402,일반대리점,등록,(주)태안기업,부산광역시 사상구 감전동 152-2 부산산업유통
2009,20090402,부생연료유판매소,폐업,두영,울산광역시 울주군 온산읍 삼평리 9
2009,20090402,주유소,신규,명석주유소,경상남도 진주시 유곡동 495-1
2009,20090402,일반대리점,폐업,의성석유,경상남도 김해시 어방동 577
2009,20090403,용제대리점,폐업,(주)금흥산업,인천광역시 부평구 부평동 494-2
2009,20090403,주유소,개시,고부관청주유소,전라북도 정읍시 고부면 관청리 358
2009,20090403,주유소,폐업,원주유소,전라북도 정읍시 농소동 47-131
2009,20090406,일반대리점,신규등록,(주)유성에너지,경기도 구리시 수택동 875-5 새롬프라자11차 303호
2009,20090406,일반판매소,폐업,시민석유,울산광역시 중구 성안동 867-12
2009,20090407,주유소,폐업,서천주유소,경기도 용인시 기흥구 서천동 335
2009,20090408,일반대리점,신규등록,(주)나래상사,경기도 안산시 단원구 초지동 743-2 신명트윈타워 B-211
2009,20090408,주유소,신규,새천년주유소,경상남도 통영시 당동 235
2009,20090408,일반판매소,폐업,코끼리주유소,강원도 속초시 도문동 1628-12
2009,20090409,일반대리점,신규등록,(주)원오일,대전광역시 유성구 노은동 555-11 덕원빌딩 6층
2009,20090409,일반판매소,폐업,밀양부부석유,경상남도 밀양시 부북면 전사포리 294-5
2009,20090409,일반대리점,등록,세인에너지(주),부산광역시 중구 동광동2가 8-1 덕창빌딩
2009,20090409,일반대리점,신규,에스디마린(주),경상남도 통영시 정량동 1378
2009,20090409,주유소,휴업,유성주유소,경기도 수원시 팔달구 우만동 153-7
2009,20090409,주유소,휴업,제일주유소,인천광역시 중구 신흥동3가 36-12
2009,20090409,일반판매소,사업재개,현대고속석유,광주광역시 북구 연제동 4-12
2009,20090410,주유소,신규등록,보람주유소,울산광역시 울주군 청량면 용암리 310
2009,20090410,주유소,개시,신항만주유소,전라북도 군산시 산북동 357
2009,20090410,주유소,폐업,용수주유소,경기도 이천시 부발읍 아미리 726-2
2009,20090410,용제판매소,신규,㈜대해,충청북도 음성군 대소면 대풍리 415-12
2009,20090410,주유소,개시,하늘주유소,전라북도 군산시 서수면 관원리 220-10
2009,20090413,주유소,신규등록,룰루랄라주유소,경기도 화성시 동탄면 장자리 832-14
2009,20090413,주유소,신규,명성주유소,경상북도 구미시 도량동 243
2009,20090413,주유소,폐업,사천주유소,경상남도 사천시 사천읍 수석리 283-7
2009,20090413,일반판매소,폐업,삼성에너지,광주광역시 남구 월산동 247-1
2009,20090413,주유소,신규,신세계주유소,광주광역시 광산구 장덕동 505-82
2009,20090414,일반대리점,신규등록,(주)지엔브이,경기도 고양시 일산서구 주엽동 18-1 동문시티프라자 602
2009,20090414,주유소,신규등록,기분좋은주유소,울산광역시 울주군 범서읍 입암리 1100-1
2009,20090414,일반판매소,폐업,동해석유,울산광역시 중구 복산동 461-10
2009,20090415,주유소,신규등록,내트럭(주)제주사업소,제주특별자치도 제주시 도련1동 2574-1
2009,20090415,주유소,신규등록,매화주유소,경기도 화성시 서신면 매화리 439
2009,20090415,일반판매소,폐업,태백석유,강원도 태백시 황지동 188-33
2009,20090415,주유소,신규등록,하나주유소,대전광역시 유성구 하기동 18-3
2009,20090416,일반대리점,등록,(주)재유에너지,부산광역시 중구 중앙동4가 23-1 노블리안O/P902호
2009,20090416,주유소,신규,우주주유소,경상북도 구미시 해평면 산양리 380-4
2009,20090417,일반대리점,신규등록,(주)광안상사,대전광역시 유성구 봉명동 537-6 대양오피스텔 609
2009,20090417,일반판매소,폐업,부동농협,경상북도 청송군 부동면 이전리 814
2009,20090419,일반판매소,폐업,해안석유,경상남도 마산시 신포동1가 66-3
2009,20090420,용제대리점,폐업,(주)에스엔피시,울산광역시 울주군 삼남면 교동 1605-2
2009,20090420,일반판매소,폐업,진해석유,경상남도 진해시 자은동 308-4
2009,20090420,주유소,재개,희망주유소,경상북도 군위군 효령면 병수리 920
2009,20090421,주유소,폐업,푸른주유소,인천광역시 부평구 갈산동 41-7 외1
2009,20090422,일반판매소,폐업,금창석유(주),경상남도 진주시 신안동 17-34
2009,20090422,일반판매소,폐업,상주농협신촌지소,경상북도 상주시 내서면 신촌리 52-11
2009,20090422,주유소,폐업,신공항허브주유소,인천광역시 중구 운남동 894-3
2009,20090422,주유소,폐업,한울주유소,경상남도 합천군 쌍백면 장전리 503
2009,20090423,주유소,재개(지위승계),승학주유소(전적교주유소),경상남도 합천군 청덕면 앙진리 590-5
2009,20090423,주유소,신규등록,창대주유소,경기도 용인시 처인구 이동면 천리 584-70
2009,20090424,주유소,신규등록,만남주유소,경기도 연천군 전곡리 161-5
2009,20090424,주유소,신규,삼악산주유소,강원도 춘천시 서면 당림리 317-9외2
2009,20090424,일반대리점,등록,현대기업(주),부산광역시 서구 충무동1가 23-7
2009,20090427,일반판매소,휴업,대한석유,경상남도 고성군 마암면 보전리 758-11번지
2009,20090427,대리점,신규,수경특수유조,전라남도 순천시 해룡면 남가리 762
2009,20090427,주유소,신규등록,정남제일주유소,경기도 화성시 정남면 발산리 690-1
2009,20090427,대리점,신규,태성에너지,전라남도 순천시 동외동 166-45
2009,20090428,주유소,신규,롯데마트행복드림주유소,경상북도 구미시 신평동 299-3
2009,20090428,주유소,폐업,세영주유소,경상북도 영천시 완산동 1153-1
2009,20090428,주유소,폐업,완산주유소,경상북도 영천시 완산동 1153-1
2009,20090428,주유소,휴업사업재개,좋은사람들,인천광역시 남구 도화1동 432-2
2009,20090429,일반대리점,등록,(주)서광에너지,부산광역시 부산진구 부전동 513-2
2009,20090429,일반대리점,폐업,(주)케이씨아이,경상남도 김해시 불암동 220-225
2009,20090429,주유소,휴업,대창주유소,경상남도 밀양시 산외면 희곡리 777-1
2009,20090429,주유소,휴업,삼한제2주유소,충청북도 음성군 생극면 차평리 593-2
2009,20090429,일반대리점,폐업,세광에너지(주),부산광역시 중구 중앙동2가 51
2009,20090429,일반판매소,폐업,주영에너지,인천광역시 남구 주안5동 19-128
2009,20090429,일반판매소,신규,㈜크로버,충청북도 음성군 대소면 삼정리 18
2009,20090429,일반판매소,폐업,형제석유,경상남도 김해시 진영읍 본산리 309-11
2009,20090430,주유소,신규,삼례농협주유소,전라북도 완주군 삼례읍 하리 499-3
2009,20090430,용제판매소,신규,신일케미칼,충청북도 충주시 봉방동 406-7
2009,20090430,주유소,재개,영전주유소,전라북도 부안군 보안면 영전리 532-22
2009,20090501,주유소,휴업,GS칼텍스(주)직영톨게이트점,대전광역시 대덕구 비래동 557-6
2009,20090501,일반판매소,폐업,중앙석유,광주광역시 남구 월산동 969-9
2009,20090501,일반판매소,폐업,창원석유,광주광역시 남구 주월동 101-14
2009,20090504,일반대리점,등록,(주)유원산업,부산광역시 사상구 덕포동 389-6
2009,20090504,일반판매소,휴업,동양석유,경기도 이천시 창전동 87-1
2009,20090504,일반판매소,폐업,삼양유업사,대구광역시 서구 평리동 1115-3
2009,20090504,주유소,신규,향기로운주유소,전라북도 정읍시 수성동 985-1
2009,20090506,일반대리점,등록,(유)삼봉에너지,전라북도 김제시 금산면 삼봉리 630-17
2009,20090506,일반대리점,등록,(유)태경해운,부산광역시 동구 초량동 1196-1 왕자빌딩
2009,20090506,일반대리점,등록,(주)지구에너지,부산광역시 영도구 봉래동1가 91-15
2009,20090506,주유소,휴업,지에스칼텍스(주)직영대리점,경기도 안양시 동안구 관양동 1018-3
2009,20090507,주유소,등록,남항대교주유소,부산광역시 서구 암남동 95-9
2009,20090507,일반판매소,휴업,동방태경에너지,울산광역시 중구 약사동 538-3
2009,20090507,일반대리점,폐업,신진에너지(주),대전광역시 서구 둔산동 1423 크레오오피스텔 704
2009,20090507,주유소,신규등록,온양IC주유소,울산광역시 울주군 온양읍 남창리 270-10
2009,20090508,주유소,폐업,(주)서진에너지,경상남도 창원시 사화동 42-7
2009,20090508,주유소,폐업,600주유소,경기도 화성시 진안동 600
2009,20090508,주유소,신규등록,미소주유소,경기도 화성시 북양동 565-28
